"Item_001","Item_002","Item_003","Item_004","Item_005","Item_006","Item_007","Item_008","Item_009","Item_010","Item_011","Item_012","Item_013","Item_014","Item_015","Item_016","Item_017","Item_018","Item_019","Item_020","Item_021","Item_022","Item_023","Item_024","Item_025","Item_026","Item_027","Item_028","Item_029","Item_030","Item_031","Item_032","Item_033","Item_034","Item_035","Item_036","Item_037","Item_038","Item_039","Item_040","Item_041","Item_042","Item_043","Item_044","Item_045","Item_046","Item_047","Item_048","Item_049","Item_050","Item_051","Item_052","Item_053","Item_054","Item_055","Item_056","Item_057","Item_058","Item_059","Item_060","Item_061","Item_062","Item_063","Item_064","Item_065","Item_066","Item_067","Item_068","Item_069","Item_070","Item_071","Item_072","Item_073","Item_074","Item_075","Item_076","Item_077","Item_078","Item_079","Item_080","Item_081","Item_082","Item_083","Item_084","Item_085","Item_086","Item_087","Item_088","Item_089","Item_090","Item_091","Item_092","Item_093","Item_094","Item_095","Item_096","Item_097","Item_098","Item_099","Item_100","Item_101","Item_102","Item_103","Item_104","Item_105","Item_106","Item_107","Item_108","Item_109","Item_110","Item_111","Item_112","Item_113","Item_114","Item_115","Item_116","Item_117","Item_118","Item_119","Item_120","Item_121","Item_122","Item_123","Item_124","Item_125","Item_126","Item_127","Item_128","Item_129","Item_130","Item_131","Item_132","Item_133","Item_134","Item_135","Item_136","Item_137","Item_138","Item_139","Item_140","Item_141","Item_142","Item_143","Item_144","Item_145","Item_146","Item_147","Item_148","Item_149","Item_150","Item_151","Item_152","Item_153","Item_154","Item_155","Item_156","Item_157","Item_158","Item_159","Item_160","Item_161","Item_162","Item_163","Item_164","Item_165","Item_166","Item_167","Item_168","Item_169","Item_170","Item_171","Item_172","Item_173","Item_174","Item_175","Item_176","Item_177","Item_178","Item_179","Item_180","Item_181","Item_182","Item_183","Item_184","Item_185","Item_186","Item_187","Item_188","Item_189","Item_190","Item_191","Item_192","Item_193","Item_194","Item_195","Item_196","Item_197","Item_198","Item_199","Item_200","Item_201","Item_202","Item_203","Item_204","Item_205","Item_206","Item_207","Item_208","Item_209","Item_210","Item_211","Item_212","Item_213","Item_214","Item_215","Item_216","Item_217","Item_218","Item_219","Item_220","Item_221","Item_222","Item_223","Item_224","Item_225","Item_226","Item_227","Item_228","Item_229","Item_230","Item_231","Item_232","Item_233","Item_234","Item_235","Item_236","Item_237","Item_238","Item_239","Item_240","Item_241","Item_242","Item_243","Item_244","Item_245","Item_246","Item_247","Item_248","Item_249","Item_250","Item_251","Item_252","Item_253","Item_254","Item_255","Item_256","Item_257","Item_258","Item_259","Item_260","Item_261","Item_262","Item_263","Item_264","Item_265","Item_266","Item_267","Item_268","Item_269","Item_270","Item_271","Item_272","Item_273","Item_274","Item_275","Item_276","Item_277","Item_278","Item_279","Item_280","Item_281","Item_282","Item_283","Item_284","Item_285","Item_286"
51,41,59,48,44,52,44,61,52,44,52,43,58,49,41,50,41,63,51,42,54,43,59,49,43,54,43,61,52,42,50,41,61,49,44,54,43,62,48,44,52,42,63,52,42,53,42,61,48,44,54,42,61,48,44,54,44,63,50,43,50,44,61,52,43,53,45,60,52,43,53,43,59,49,45,51,43,62,48,45,50,43,62,50,45,51,45,62,51,41,55,42,61,50,42,52,42,59,51,42,53,43,60,52,43,50,43,59,51,41,54,43,61,50,43,53,42,61,48,45,52,44,59,48,42,53,43,59,49,43,50,42,62,50,43,51,42,58,52,45,53,45,62,50,41,52,45,62,50,44,52,41,64,52,42,50,42,60,52,45,51,44,58,49,43,52,43,62,48,42,51,43,63,51,44,52,44,59,51,41,52,45,59,52,45,55,44,62,51,42,53,43,61,51,43,50,44,61,48,41,50,44,60,49,43,50,43,60,50,42,50,42,61,49,42,52,43,62,49,45,49,44,59,50,44,51,41,59,48,42,51,45,62,51,45,53,45,58,48,42,53,42,61,52,41,53,41,62,52,45,50,44,62,52,41,52,41,63,48,41,52,43,61,52,42,51,43,59,50,42,52,42,59,49,43,54,43,63,52,43,51,45,62,51,44,52
69,36,66,40,51,65,38,67,40,51,67,38,69,43,55,64,37,69,41,54,64,38,63,42,52,67,40,68,43,52,67,39,63,40,55,70,38,67,41,52,67,36,65,43,53,66,39,65,44,52,65,39,66,44,51,68,37,65,44,54,66,36,69,44,51,68,40,63,43,51,66,38,65,43,50,66,37,68,44,51,66,38,66,41,53,64,37,63,40,54,65,40,68,41,51,67,38,64,40,54,66,38,63,42,55,66,38,65,44,55,67,39,64,41,52,66,40,64,42,52,70,38,69,43,53,68,39,67,42,53,68,37,63,41,53,67,38,63,44,54,67,38,66,44,55,68,39,67,41,52,65,36,64,44,52,64,37,69,43,54,65,37,65,42,52,69,38,64,43,55,65,37,63,44,54,69,40,66,43,52,67,40,69,43,51,70,37,68,40,54,69,39,65,41,52,69,37,67,43,52,65,38,67,40,53,66,39,68,43,52,67,39,67,44,54,64,36,66,44,53,69,36,69,40,55,67,39,67,42,51,66,40,63,43,54,64,36,65,40,56,66,38,68,43,51,65,38,69,43,54,70,38,64,44,54,67,39,68,43,55,70,38,68,41,56,64,36,66,42,52,70,36,68,41,51,69,37,63,43,54,66,37,64,40,51,69
49,41,50,31,53,52,44,49,30,53,49,45,48,31,54,51,43,50,31,53,50,45,50,30,52,51,45,51,30,55,51,42,50,30,55,53,44,52,31,55,50,45,49,30,53,49,44,49,29,51,49,42,48,30,51,51,45,48,30,53,52,45,51,31,54,50,42,48,31,53,49,43,49,29,52,51,41,49,29,54,50,43,52,29,55,52,44,51,30,54,53,42,48,31,52,49,45,49,29,55,52,42,52,29,52,53,44,49,29,52,52,42,52,31,53,51,44,51,31,52,50,44,50,31,54,49,45,51,31,55,51,44,48,30,52,50,42,48,29,54,52,41,52,31,54,49,42,52,29,51,51,42,50,29,51,51,43,48,30,54,49,43,48,30,53,53,44,49,31,55,53,44,50,29,52,53,41,50,31,52,52,41,51,29,53,53,44,50,29,55,51,41,51,31,55,53,43,48,30,51,53,44,51,30,55,49,45,48,31,56,51,44,49,30,52,52,43,49,30,56,52,43,51,29,55,48,43,49,29,54,50,41,50,30,52,49,45,52,29,53,49,44,52,29,55,53,44,52,31,52,50,41,51,30,53,49,43,49,30,53,50,44,52,29,53,53,44,52,30,55,49,41,48,29,54,51,44,50,31,52,52,41,49,30,54,50
44,32,36,62,46,44,33,38,58,48,45,32,38,61,47,44,31,39,57,47,47,31,38,57,46,46,31,39,62,45,46,32,39,61,44,46,32,37,62,46,43,32,40,61,47,43,32,36,59,44,46,32,40,63,45,46,32,38,60,48,47,31,37,61,46,46,33,37,62,48,45,33,38,62,48,46,32,38,61,46,47,32,36,58,48,46,33,38,61,45,45,31,36,60,47,47,31,37,62,47,46,32,38,60,46,43,32,38,61,46,45,31,38,62,47,47,31,39,59,47,47,33,38,63,45,47,31,37,59,45,47,31,40,62,45,46,33,38,61,47,47,31,39,61,44,44,32,37,60,47,45,31,39,63,44,44,32,39,63,47,44,33,38,62,47,44,33,39,57,45,45,33,37,59,44,47,31,40,57,45,45,33,36,59,48,45,33,36,59,45,46,31,39,57,47,43,31,39,59,45,45,33,40,62,44,47,32,39,59,44,43,33,39,59,45,47,33,40,60,47,46,32,40,60,45,47,31,38,61,47,43,32,40,57,46,44,31,40,63,47,46,33,38,58,46,46,30,38,61,46,47,31,37,59,44,43,33,40,60,47,44,33,37,60,47,43,31,37,58,46,45,33,40,62,46,43,33,39,63,46,46,33,38,60,46,43
32,45,48,53,55,33,47,47,54,52,33,47,47,56,53,33,44,45,56,54,32,47,45,55,55,34,46,47,54,53,34,44,47,53,52,34,44,46,54,52,34,44,47,53,56,34,46,47,54,52,32,44,46,53,55,32,47,45,52,54,34,47,47,56,53,34,47,46,52,54,34,46,45,52,54,31,46,45,54,56,35,45,46,57,51,34,44,48,54,54,34,48,49,52,51,33,46,45,54,54,32,45,46,54,53,33,47,45,55,53,33,47,46,55,54,32,45,49,53,52,32,44,49,53,53,32,46,45,55,50,32,47,49,54,51,35,45,48,56,54,34,44,48,53,55,33,45,49,56,55,33,44,46,53,50,32,47,45,54,51,34,48,48,53,54,34,47,46,55,55,35,45,47,56,52,33,46,47,52,53,34,48,46,52,56,34,47,45,55,54,32,45,45,56,53,32,45,45,57,52,33,45,49,54,54,34,46,45,52,53,31,44,46,55,53,32,45,46,56,52,33,48,45,52,55,32,48,49,52,53,32,44,48,54,53,34,45,49,55,51,31,45,49,57,54,31,47,45,55,51,31,46,49,56,53,34,44,48,55,52,32,44,45,52,54,33,44,48,52,54,33,44,47,54,53,35,46,45,54,51,34,45,47,52,53,33
62,44,47,40,42,62,48,43,43,42,61,45,45,41,42,60,48,44,40,43,62,45,45,43,41,62,47,46,43,42,63,46,44,43,42,62,48,47,43,42,61,48,43,41,40,60,48,45,43,40,63,45,43,44,39,61,47,47,43,40,59,46,47,40,41,64,46,44,43,41,61,47,45,41,40,61,45,45,43,43,59,48,45,40,40,64,45,43,41,42,61,48,43,43,40,59,44,44,42,40,61,44,46,44,42,60,47,47,44,40,60,46,46,42,41,59,44,46,42,42,59,44,44,40,40,63,46,45,44,41,63,47,46,43,39,59,44,47,40,42,59,46,45,44,39,59,48,44,40,42,63,48,47,42,43,61,47,44,43,42,63,45,43,41,42,63,48,43,42,42,60,47,46,43,41,63,48,44,42,42,59,46,46,42,41,61,44,47,43,42,61,47,44,40,42,62,48,45,44,42,60,44,47,43,42,63,44,44,42,40,62,45,44,43,41,64,45,47,43,40,62,47,45,40,43,60,48,45,44,40,63,46,46,40,39,59,48,46,44,40,59,45,47,43,42,64,45,44,42,41,61,44,43,42,43,59,48,44,42,42,63,48,46,42,41,58,45,43,44,39,60,47,44,43,43,61,47,45,41,42,61,46,47,43,41,62
56,49,55,30,69,56,48,61,31,69,56,45,58,29,70,57,48,57,31,70,53,46,60,31,65,52,47,59,29,65,52,45,57,31,65,56,46,59,31,71,54,48,59,29,71,57,46,57,29,67,56,46,60,29,65,55,48,57,30,67,57,45,55,31,67,54,48,59,30,71,57,46,61,29,65,56,47,57,29,65,52,49,59,31,66,52,46,55,30,66,53,47,59,31,66,57,47,58,31,71,53,49,56,31,71,56,45,59,30,66,53,47,55,30,67,52,47,57,31,65,58,48,57,29,66,55,45,55,30,68,54,48,59,31,67,55,45,60,30,69,56,47,56,31,71,55,45,60,30,65,53,48,58,31,68,54,48,57,31,70,54,45,61,30,71,55,45,56,30,70,55,45,56,29,71,56,48,56,30,68,57,48,56,29,66,57,47,58,30,65,53,47,60,30,69,54,45,60,30,70,56,48,55,30,69,55,48,60,30,68,58,47,57,31,67,54,48,59,31,71,57,45,56,30,65,55,47,58,30,67,55,48,61,29,68,57,46,58,31,65,56,49,60,30,70,55,46,55,30,69,56,46,60,30,68,54,47,57,29,65,53,48,59,29,70,55,48,61,31,70,56,45,59,29,71,53,48,57,29,70,55,45,60,29,71,56
50,52,54,49,37,52,48,54,49,36,53,51,55,52,37,50,51,53,52,35,51,48,54,51,36,51,51,55,51,38,53,51,54,53,35,49,48,55,48,36,50,52,53,49,37,50,51,54,49,36,50,48,53,52,34,53,49,53,52,37,53,50,57,52,35,51,51,55,53,37,53,48,53,51,36,53,49,55,53,35,48,51,52,53,35,53,52,52,52,37,51,52,55,52,37,50,50,57,49,37,51,49,55,49,37,49,51,54,49,36,49,50,56,51,36,52,51,54,53,35,53,51,55,49,37,50,50,53,51,34,50,51,53,53,34,51,51,53,49,38,53,49,56,49,35,49,48,54,52,36,51,51,57,53,34,52,52,56,49,37,51,48,55,53,35,51,48,52,50,36,49,49,55,49,36,50,50,56,52,35,53,49,55,53,36,52,48,54,49,36,49,51,53,50,37,50,49,53,50,38,50,52,54,53,37,52,50,52,53,35,50,48,56,53,36,49,52,55,49,34,51,48,54,51,38,51,51,56,49,36,50,51,56,53,38,53,50,55,53,36,51,50,55,50,37,52,49,53,49,36,49,49,56,53,34,52,48,54,49,37,51,49,54,53,36,50,52,56,51,35,53,51,55,50,37,52,49,56,50,35,49,50,52,51,37,50
57,52,41,65,65,56,56,42,62,67,56,54,42,63,68,60,52,40,66,65,60,53,42,67,64,56,56,42,63,65,58,52,39,67,68,61,57,41,62,66,55,56,40,65,65,55,52,40,62,67,59,56,39,66,69,58,54,42,68,68,60,53,42,64,64,58,56,42,65,69,60,53,42,68,66,56,55,42,67,67,59,53,40,62,65,56,56,39,66,64,55,53,42,65,69,57,52,39,65,67,57,52,42,68,67,59,52,41,62,66,60,55,42,62,63,56,52,39,66,63,59,51,43,67,64,60,52,42,62,68,56,54,42,63,67,57,56,40,63,68,60,56,43,65,67,59,53,43,65,66,56,56,42,67,67,56,54,42,68,63,60,54,40,66,67,59,54,40,63,65,55,55,42,63,64,57,52,41,63,67,56,55,39,65,65,59,54,41,68,65,57,54,40,68,66,60,55,40,62,63,56,52,43,67,64,56,51,43,66,65,56,54,39,62,66,57,53,41,64,69,57,54,40,63,64,56,57,40,67,64,60,56,41,64,63,59,53,40,63,65,56,56,42,63,66,59,56,42,67,63,58,55,41,68,65,61,52,42,66,66,59,54,40,63,67,61,54,42,65,66,57,51,41,64,69,60,55,42,67,64,56,55,39,64,67,60
41,44,50,45,50,41,43,50,46,51,44,46,51,48,50,42,46,47,48,52,43,47,47,47,49,44,44,47,47,52,44,44,47,49,53,42,43,51,45,52,43,45,48,47,51,42,44,49,47,51,40,44,51,45,49,40,45,49,47,51,42,46,49,48,51,41,47,50,47,49,42,44,47,46,53,42,43,51,46,52,43,43,50,48,49,42,43,49,47,49,41,44,50,47,50,42,44,48,46,50,40,46,49,46,53,41,44,49,47,54,43,44,51,46,52,41,44,48,48,49,41,43,49,45,53,40,46,48,45,52,41,43,50,48,50,42,43,50,49,54,40,43,51,47,49,42,47,48,47,51,40,44,51,45,52,40,44,49,45,52,42,43,47,46,51,43,46,48,47,49,40,47,49,45,52,44,43,47,47,52,42,47,50,46,51,44,43,49,49,53,44,46,48,49,49,43,46,49,49,51,42,47,50,48,49,43,45,49,45,53,44,47,51,47,53,40,47,50,49,52,42,47,50,47,53,43,45,49,47,54,42,44,48,47,51,43,45,51,45,53,40,46,47,47,52,40,47,47,49,51,42,47,51,48,50,44,43,49,47,49,42,44,48,47,52,41,46,49,48,50,41,47,47,48,49,43,46,48,47,53,43,45,50,46,50,43
51,55,65,41,48,51,50,65,39,49,51,54,64,39,50,54,56,68,41,49,52,51,65,40,49,52,53,64,42,52,50,55,63,40,51,53,53,67,40,50,51,53,62,41,48,52,55,66,41,48,51,52,62,39,52,52,54,63,41,48,53,55,67,42,49,54,53,65,40,52,53,55,65,42,50,54,53,65,40,50,51,55,68,39,50,50,52,65,41,51,49,52,63,41,50,53,55,62,41,52,51,54,63,41,52,50,51,66,41,52,52,53,67,41,48,50,55,62,42,48,50,54,65,40,51,54,55,63,38,48,52,52,68,39,52,53,53,64,39,50,52,55,68,38,52,53,52,62,41,50,50,51,65,42,50,54,54,65,42,51,52,56,68,42,49,50,52,66,38,49,52,55,63,41,50,51,51,65,40,50,50,52,62,42,48,50,53,62,41,52,53,53,65,42,48,53,53,67,41,50,52,54,65,41,52,54,53,66,39,49,53,52,65,39,50,54,52,63,40,51,50,52,66,42,49,51,54,65,42,52,50,53,65,38,48,54,55,63,41,52,50,53,67,39,49,54,52,65,40,51,51,55,66,40,49,53,51,68,39,51,54,53,67,41,48,53,53,63,40,49,50,56,68,39,49,54,52,65,39,50,51,54,68,39,49,54
39,42,54,54,38,38,41,53,51,39,40,38,52,51,37,39,39,56,52,36,42,42,55,52,37,38,38,54,52,36,39,40,52,50,37,39,39,54,54,37,41,40,51,52,38,42,40,52,52,38,40,41,51,51,38,42,40,55,52,36,38,41,51,52,36,41,38,56,52,37,38,41,52,51,36,40,41,53,54,36,40,40,54,51,36,38,39,50,54,37,41,41,53,50,36,41,39,54,52,38,42,39,55,50,38,42,41,55,50,38,39,39,54,50,38,42,41,55,50,37,38,42,53,50,38,41,41,50,51,37,39,42,55,54,37,42,40,56,50,36,39,39,54,50,38,41,41,50,51,37,41,40,54,51,38,41,40,52,50,37,41,41,55,50,37,40,40,52,54,39,42,40,53,50,38,40,39,52,52,36,39,39,51,53,39,40,39,55,50,36,41,41,56,50,37,38,40,55,54,36,40,38,52,55,35,38,41,52,53,35,41,39,53,50,38,38,40,51,51,37,40,39,51,51,39,38,40,54,54,39,39,41,55,51,36,38,42,53,51,38,39,41,51,52,39,40,41,51,55,35,40,42,52,50,36,42,38,51,53,38,38,39,55,50,35,40,41,54,53,37,40,40,53,54,37,42,40,52,50,36,42,40,53,52,39,39
63,57,58,58,58,59,58,57,59,56,60,60,59,61,60,61,56,57,59,56,59,57,60,56,56,62,57,60,60,60,63,56,57,59,58,60,58,61,58,57,61,55,56,60,61,60,58,57,58,58,60,59,57,56,58,63,58,61,62,60,64,58,56,58,60,61,59,58,58,55,64,55,58,59,56,59,54,60,58,55,63,57,61,57,60,61,55,61,62,60,59,55,59,61,59,61,55,57,60,60,60,59,59,60,60,60,58,58,59,55,60,57,59,61,56,62,58,59,61,57,60,54,59,60,60,64,59,62,58,56,64,59,60,60,61,58,56,62,59,60,61,60,60,61,57,61,55,60,59,59,59,54,58,57,58,62,57,61,57,61,59,59,59,62,61,63,59,61,61,57,64,58,57,60,56,60,59,58,61,58,64,59,56,58,58,60,58,56,61,58,63,55,59,58,61,61,55,60,58,57,60,55,60,58,59,58,59,59,62,56,60,54,58,60,60,62,54,60,59,57,59,56,58,61,56,60,56,58,59,61,63,55,62,57,57,58,55,61,61,58,60,59,58,57,57,59,56,56,60,55,62,58,61,57,56,63,59,59,57,59,62,56,58,57,58,62,54,60,61,58,61,55,57,60,60,61,60,59,57,56,63,55,57,60,55,62
29,51,63,49,62,30,49,61,51,64,29,50,61,51,63,29,53,59,49,64,29,52,62,51,63,31,52,58,48,66,29,50,59,51,66,31,50,62,52,61,30,49,61,49,62,29,49,59,50,66,30,51,58,51,66,29,49,59,48,61,29,49,61,50,64,30,51,62,50,61,30,53,61,50,62,30,52,59,50,63,29,51,62,49,62,31,48,57,52,64,29,52,63,48,62,30,53,61,48,62,30,52,59,49,64,29,50,58,51,64,30,49,61,51,66,30,50,60,52,61,29,52,63,50,64,30,53,59,50,63,31,51,61,48,65,31,51,61,52,66,29,52,62,48,62,30,51,60,49,63,30,49,59,49,60,31,52,62,52,61,30,53,62,48,65,29,49,58,51,65,30,50,61,49,65,29,50,58,51,62,29,51,62,51,65,31,49,62,52,60,31,49,61,49,64,29,50,61,50,65,29,53,59,52,63,30,49,59,49,65,30,51,63,51,64,29,49,61,52,60,31,50,62,49,66,29,52,61,49,65,31,51,57,51,65,31,52,59,51,61,30,53,62,50,63,31,53,61,50,63,29,53,59,48,63,29,49,61,49,65,31,53,61,49,62,31,51,62,48,60,30,49,59,52,61,31,51,58,48,61,29,51,62,48,64,31
50,51,69,40,41,52,51,68,41,41,48,47,67,40,40,50,49,68,43,41,51,48,70,41,40,48,49,68,42,41,52,49,71,39,40,50,48,72,41,41,52,49,68,40,41,51,51,67,42,42,51,47,71,43,40,50,51,67,42,40,49,51,68,40,41,48,49,71,39,38,50,48,71,41,40,50,49,70,40,40,49,51,72,42,40,51,48,66,43,39,50,50,67,39,39,51,48,66,41,39,49,51,71,42,41,50,49,71,41,39,48,48,67,41,42,50,51,66,39,39,51,49,66,40,41,50,47,69,43,40,51,50,69,41,39,50,51,71,40,39,51,50,72,43,38,49,47,70,41,39,50,51,72,41,39,50,48,69,40,41,51,48,69,40,40,50,51,70,42,42,49,49,69,42,39,49,50,71,40,39,50,49,67,42,41,50,50,67,42,38,51,50,68,43,41,49,49,69,42,40,49,51,72,41,40,50,49,69,41,39,51,51,66,40,42,52,51,69,41,40,50,51,68,42,40,51,50,67,40,39,51,48,67,43,40,51,47,68,43,40,50,48,66,41,40,51,50,70,43,38,49,48,69,41,39,52,50,70,39,39,51,51,67,42,41,52,50,69,43,39,48,48,72,40,40,48,51,70,43,41,51,49,68,41,40,52
47,45,24,35,55,49,41,23,34,56,48,41,25,33,54,46,41,23,35,54,50,44,23,32,58,46,43,25,35,55,48,44,24,34,59,46,44,23,35,59,49,43,24,35,58,48,43,23,35,56,49,41,24,33,55,47,42,25,33,56,50,42,24,33,58,49,45,23,36,55,50,43,25,32,55,46,43,23,33,59,49,41,24,35,58,50,45,25,33,58,49,44,24,32,56,50,42,25,33,55,47,41,23,33,59,49,42,24,34,56,49,41,25,35,57,50,41,24,33,57,46,42,23,32,54,48,44,23,36,57,48,41,23,34,57,47,42,25,36,58,50,41,25,36,55,50,44,24,36,57,48,44,24,36,59,48,44,24,35,60,50,44,25,32,60,47,41,23,33,55,46,42,24,36,60,47,44,24,33,57,50,41,24,35,57,49,43,24,34,57,49,43,24,33,55,49,43,23,35,58,49,42,23,34,59,48,42,24,35,55,49,43,25,33,57,48,45,25,34,56,49,41,25,33,56,49,43,25,36,56,47,43,24,33,59,46,45,23,33,57,49,44,25,35,54,47,43,24,33,57,46,42,23,34,58,46,42,25,33,56,48,44,23,34,59,47,42,24,35,56,48,44,25,35,58,49,43,25,33,59,49,45,23,33,60,46
41,65,25,38,62,41,64,26,36,60,40,69,25,39,62,41,66,24,39,63,38,67,25,37,62,38,67,24,37,64,39,68,24,36,65,41,66,24,38,64,41,64,26,37,63,38,67,24,38,64,41,69,25,35,61,42,70,24,37,62,40,69,24,38,65,41,66,26,36,60,42,70,24,37,63,41,67,26,36,66,40,65,25,36,65,42,69,26,38,61,39,64,25,37,63,41,64,24,36,60,41,64,26,35,66,38,68,24,38,65,41,66,25,37,61,39,64,26,38,63,38,66,24,36,61,40,70,24,38,65,42,65,24,37,62,41,65,26,36,66,42,65,24,36,61,41,70,25,39,66,41,65,24,35,60,39,66,24,37,65,38,65,24,36,63,41,65,26,36,62,39,69,26,36,65,38,65,25,36,65,39,68,26,35,63,39,64,24,38,63,41,67,24,36,66,40,70,26,36,64,38,68,25,36,64,39,67,26,35,66,38,66,26,38,61,40,64,25,36,65,40,64,25,38,62,40,65,24,37,62,41,66,24,36,65,38,69,26,36,65,41,67,24,37,61,40,69,24,36,63,38,67,24,38,63,39,64,25,37,65,42,66,25,38,65,40,66,25,36,62,38,64,24,39,65,41,66,26,37,61,42,69,24,38,66,41
46,56,60,45,69,46,57,58,45,64,47,56,58,49,66,46,55,56,49,69,46,52,56,49,68,47,54,58,47,69,48,52,59,46,64,44,55,59,45,65,47,53,55,48,68,48,52,56,46,64,47,52,59,46,64,44,56,59,48,66,48,57,60,48,69,45,55,60,47,64,44,55,57,46,64,47,52,57,47,65,46,53,58,47,66,48,53,61,48,70,44,55,58,48,67,45,53,60,47,64,46,52,55,48,66,48,55,56,47,67,47,56,59,45,70,48,53,56,47,64,45,56,58,48,65,48,53,59,49,67,46,55,57,49,65,48,52,61,47,67,45,56,55,46,64,47,56,59,46,65,46,54,56,45,66,46,52,58,49,67,45,56,58,47,67,45,57,56,49,64,45,56,56,45,66,44,56,58,49,67,47,53,55,48,68,47,52,57,48,65,45,51,57,48,64,46,54,56,49,68,44,52,61,49,69,47,52,55,46,70,45,53,56,47,68,44,55,55,47,64,48,53,57,47,64,45,52,56,47,69,48,55,57,48,65,48,55,56,49,69,46,51,59,47,65,47,54,56,47,67,46,53,60,47,68,45,54,60,46,69,44,54,57,47,69,46,52,59,46,68,46,55,60,47,67,47,53,55,46,69,47,51,59,48,64,45
43,53,47,57,39,45,51,47,55,40,43,54,45,54,39,45,52,45,56,42,44,52,46,55,41,47,52,45,57,42,47,50,47,55,42,43,53,45,56,40,46,52,48,54,40,46,50,48,57,41,43,55,49,54,41,46,52,46,56,43,44,53,47,55,42,45,55,48,56,42,43,50,46,54,41,44,52,47,57,41,44,54,47,58,40,43,50,46,57,41,47,54,45,57,42,46,54,47,58,42,44,53,49,57,42,45,50,48,57,40,44,53,45,53,42,45,50,49,58,42,46,49,45,56,42,47,53,47,53,40,46,50,48,56,41,46,51,48,53,42,44,54,46,58,41,43,52,46,53,40,46,52,45,54,41,44,51,46,57,39,45,54,47,57,40,45,51,48,57,42,45,50,45,53,42,44,50,45,53,42,46,51,46,54,41,46,50,47,55,41,46,51,49,56,43,46,54,48,57,41,45,53,48,56,40,43,54,45,58,42,44,53,45,57,41,47,50,49,55,41,46,52,46,58,39,44,50,46,54,43,47,54,48,53,42,47,53,47,53,42,43,54,46,56,42,47,52,48,53,42,46,53,48,52,41,47,53,48,54,42,43,53,49,54,42,47,54,48,54,43,43,51,47,57,40,43,52,47,58,40,44,51,47,52,41,44
42,24,59,65,41,39,23,62,70,42,41,24,61,68,41,38,23,60,71,42,40,25,58,68,38,40,24,61,66,39,42,24,56,71,41,41,23,62,71,39,42,23,56,66,41,41,24,61,65,40,41,25,56,68,40,41,24,60,67,39,40,24,59,67,38,39,24,57,68,39,40,24,59,66,40,40,24,56,70,42,38,24,60,71,40,42,23,58,65,39,38,23,60,70,42,39,25,59,70,42,39,23,60,67,38,39,25,58,69,42,41,24,58,71,38,41,25,57,67,41,39,24,60,68,40,41,25,56,65,41,39,24,62,65,40,38,23,61,67,39,40,23,58,65,38,38,24,57,66,41,38,25,56,67,42,42,23,59,69,41,38,24,61,68,40,39,25,61,71,40,41,25,60,68,40,39,23,58,66,39,40,25,61,70,40,40,24,60,70,41,40,25,57,71,40,42,24,61,66,40,39,24,58,71,41,42,23,57,67,38,40,25,61,68,39,38,25,61,68,40,40,24,58,65,39,39,24,57,65,40,40,25,57,68,42,40,24,57,65,40,41,24,62,66,41,41,25,56,65,39,40,25,57,65,42,40,24,61,66,42,40,25,61,67,40,42,23,59,71,41,40,24,62,71,38,40,25,59,67,41,40,24,58,71,39,39
33,30,51,41,49,34,30,53,39,48,34,29,51,39,49,34,29,51,38,48,35,31,55,42,49,34,30,52,39,47,31,29,55,40,46,33,31,51,40,46,32,30,53,41,46,32,31,52,41,46,34,29,55,40,48,34,29,52,41,47,34,31,55,42,49,34,29,55,39,46,33,30,53,39,49,33,31,54,41,49,34,29,56,39,47,32,31,54,42,48,32,31,55,39,48,31,31,52,40,50,32,30,53,42,50,34,29,54,40,50,33,30,54,42,47,33,30,51,42,49,32,29,51,41,48,32,31,55,42,50,34,30,53,39,49,32,30,51,38,47,34,29,53,41,50,32,30,56,41,50,33,30,51,39,46,32,31,52,39,47,32,30,50,40,48,34,30,52,41,47,33,29,54,42,50,33,31,52,38,47,32,30,54,39,47,33,29,54,38,47,32,30,55,42,48,34,31,54,40,46,33,29,52,38,47,33,29,54,42,46,34,31,53,41,50,32,31,51,39,50,32,30,54,42,48,32,29,55,41,47,33,30,51,40,50,32,29,54,40,46,33,31,54,39,48,33,31,54,40,46,33,29,53,42,47,34,31,54,41,48,33,29,54,41,48,32,30,55,41,49,33,30,54,40,50,32,29,51,38,46,35,31,53,40,48,33
